,Sentence,Language_code
313,Kuna konokono ambao hawawezi kuona picha ya mazingira lakini wanatambua mwanga na uwezo huu unawawezesha kuepukana na mwanga wa jua ambao ungewakausha.,sw
314,Macho yaliyoendelea kiasi yana umbo kama kikombe na hili linawezesha kutambua upande gani nuru inatokea.,sw
315,Wanyama wengi huwa na macho yaliyoendelea zaidi: yana uwezo wa kuona picha halisi ya mazingira pamoja na rangi na mwendo.,sw
316,thumb||Jicho la nzi (drosophila) chini ya hadubini; lenzi ya kila omatidi inaonekana kama nusu tufe.,sw
317,Macho ya kuungwaWadudu na arthropoda huwa na macho ya kuungwa na vijicho vingi vidogo vinavyoitwa omatidi; kila kijicho huwa na umbo la kijiti na kwenye mwisho wake kuna lenzi ya chitini.,sw
318,Mdudu anaweza kuwa na vijicho elfu kadhaa na picha ya mazingira inaunganishwa kutokana na picha nyingi ndogo za kila kijicho.,sw
319,Macho haya ya kuungwa yanamwezesha mdudu kuangalia asilimia kubwa ya mazingira yake: kwa aina kadhaa hata nyuma yake.,sw
320,Macho ya kuungwa yanaweza kufunika hadi asilimia 80 ya eneo la kichwa.,sw
321,Mdudu haoni vikali kama mtu lakini anaona mabadiliko na mwendo haraka sana.,sw
322,Wanyama wanaoishi katika vilindi vya bahari penye giza nene huwa na macho ambamo fuwele ziko kama kioo na kupazia nuru hafifu.,sw
323,Kuna wanyama wanaoweza kuona nuru ambayo ni nje ya upeo wa kibinadamu; kwa mfano nyuki huona mnururisho wa infraredi.,sw
324,Macho ya mamaliaMacho ya binadamu kama ya mamalia wengine huwa na lenzi moja tu.,sw
325,"Lakini muundo wa jicho unaruhusu kuona rangi, umbali na mengi madogo.",sw
326,"Shida za machoShida za macho ni nyingi kama vile upofu, kutoona rangi, macho kujiliza, wekundu uliokithiri pamoja na kutoa majimaji.",sw
327,"Shida hizo huletwa na vumbi, kuzaliwa ukiwa kipofu, jua jingi bila kuvalia miwani vizuia jua.",sw
329,thumb|Bilauri ya maziwa thumb|Mwana mbuzi ananyonya maziwaMaziwa ni kiowevu cheupe kinachotolewa na majike wa mamalia kama lishe kwa ajili ya watoto wao.,sw
330,Wanyama wadogo hulishwa maziwa katika miezi ya kwanza ya maisha yao hadi kuzoea chakula cha kawaida.,sw
331,"Nje ya lishe ya wanyama changa, maziwa hutumiwa na binadamu kama kinywaji na chakula.",sw
332,"Watu hufuga wanyama wanaotoa maziwa, hasa ng'ombe, kwa kusudi la kukamua maziwa yao.",sw
333,"Wanyama wengine wanaofugwa na kukamuliwa kwa maziwa yao ni mbuzi, kondoo na ngamia, farasi, punda na nyati.",sw
334,Maziwa hunyewa au kuungwa katika upishi wa chakula.,sw
335,Tatizo la matumizi ya maziwa ni ya kwamba yanabadilika haraka.,sw
336,Inakamuliwa pamoja na vidubini ndani yake na pia vidubini vilivyomo hewani hupenda kuingia ndani yake kwa sababu maziwa yana lishe nyingi.,sw
337,Vidubini hivi vinasababisha kuchachuka kwa maziwa; mara nyingi ladha inaweza kubadilika kwa namna isiyotakiwa.,sw
338,Kwa hiyo maziwa yanayotolewa kwenye viwanda vya maziwa hupata upasteurishaji na hutunzwa kwenye baridi chini ya kiwango cha sentigredi 7.,sw
339,"Katika mazingira asilia maziwa yaliyochachuka hunyewa au, kama yameganda, huliwa.",sw
340,Katika nchi nyingi maziwa hugandishwa na kukaushwa kuwa jibini.,sw
341,Maziwa katika umbo la jibini hutunzwa muda mrefu na ni chakula bora.,sw
342,Njia nyingine ya kutunza maziwa ni kuondoa maji ndani yake kabisa na kutunza unga la maziwa.,sw
343,Mafuta ya maziwa hutolewa mara nyingi kuwa krimu au siagi.,sw
344,Jamii:Chakula Jamii:Vinywaji,sw
345,"thumb|Henry Moseley (1887–1915) MkemiaMfumo radidia (pia: jedwali la elementi, :en:Periodic table of elements) ni mpangilio wa elementi za kikemia kufuatana na namba atomia.",sw
346,Mpangilio huanza na namba ndogo.,sw
347,Namba atomia yatokana na idadi ya protoni katika kiini cha atomi.,sw
348,Elementi hupangwa kwa radidi (periodi) na makundi.,sw
349,Kuna radidi 7 zinazoonekana kama mstari wa kulala katika mpangilio huo.,sw
350,Kati ya radidi saba radidi na.,sw
351,1 ina elementi mbili tu yaani hidrojeni na heli.,sw
352,Radidi na.,sw
353,2 na radidi na.,sw
354,"3 zote zina elementi 8, kuna pia radidi kubwa zaidi.",sw
355,Makundi yaonekana katika nguzo za kusimama.,sw
356,Kuna makundi 18.,sw
357,Elementi ndani ya kundi moja zina idadi sawa za elektroni za nje yaani kwenye mzingo elektroni wa nje.,sw
358,Kwa hiyo tabia zao zinafanana kikemia.,sw
359,"Kwa mfano, kundi la 18 launganisha gesi zisizoathiri elementi nyingine kama vile heli, xenoni na arigoni.",sw
360,"Mfumo radidia ilianzishwa na wanakemia wawili mnamo mwaka 1869, ingawa Mrusi Dimitri Mendeleev (1834-1907) na Mjerumani Julius Lothar Meyer (19 Agosti 1830 - 11 Aprili 1895) walifanya kazi kila mmoja peke yake.",sw
361,Mfumo radidia wa elementi thumb|Dmitri Mendeleev (1834–1907) Mkemia UnururifuElementi ndani ya mistari kamili zina isotopi thabitiElementi ndani ya mistari iliyovunjika zapatikana kama isotopi nururishi tuElementi ndani ya mistari ya nukta hazipatikani kiasili kwa sababu kiwango cha unururifu ni kubwa kiasi hazidumu hivyo zatengenezwa kwa mitambo (Elementi sintetiki)Elementi bila mistari hazikupatikana bado zimekadiriwa tu.,sw
362,Mfululizo safu wa kikemia katika mfumo radidiaMetali alikaliMetali za udongo alikaliniLanthanidiAktinideMetali mpitoMetaliMetaloidiSimetaliHalojeniGesi adimuTovuti za nje Mfumo radidia - jedwali bora lililopo kwenye intaneti!,sw
363,"ina nafasi nyingi kuchagua lugha, isotopi, tabia, kampaundi n.k.",sw
364,Jamii:Fizikia Jamii:Kemia * Jamii:Elementi,sw
365,"Binadamu (pia mwanadamu) ni neno lenye asili ya Kiarabu linalomaanisha Mwana wa Adamu, anayeaminiwa na dini za Uyahudi, Ukristo na Uislamu kuwa ndiye mtu wa kwanza.",sw
366,"Binadamu kadiri ya sayansiKisayansi jina hilo linaweza kutumika kwa maana ya Homo sapiens ili kumtofautisha na viumbehai wengine wa jenasi Homo ambao wote walitoweka walau miaka 12,000 hivi iliyopita.",sw
367,Watu wote walioko leo hii ni spishi ileile na tofauti zinazoonekana kati ya maumbile yao katika sehemu mbalimbali za dunia ni ndogondogo tu.,sw
368,"Utafiti juu ya DNA umethibitisha kwamba binadamu wote wametokana na watu waliokuwepo Afrika walau miaka 300,000 hivi iliyopita.",sw
369,"Kwa namna ya pekee, upimaji wa DNA ya mviringo, ambayo kila mmoja anarithi kwa mama tu, umeonyesha kuwa binadamu wote waliopo duniani wanachanga mama mmoja aliyewahi kuishi miaka 160,000 hivi iliyopita.",sw
370,"Halafu upimaji wa kromosomu Y, ambayo kila mwanamume anarithi kwa baba tu, umeonyesha kuwa wanaume wote waliopo duniani wanachanga baba mmoja aliyewahi kuishi walau miaka 120,000 hivi iliyopita, kidogo tu kabla ya watu kuanza kuenea katika bara la Asia labda kufuatia pwani za Bahari ya Hindi.",sw
371,"Hata hivyo, miaka hii ya mwisho imegundulika katika baadhi ya wanaume wenye asili ya makabila ya Wabangwa na Wambo (Camerun, Afrika ya Kati) aina ya kromosomu Y tofauti sana na ile ya wanaume wengine wote waliowahi kupimwa, kiasi cha kukadiria zimetofautiana miaka 350,000 hivi iliyopita.",sw
372,"Vilevile, upimaji wa DNA ya mstari kwa jumla umeonyesha uwezekano wa kwamba baadhi ya binadamu wa leo, wale wasio wa Kusini kwa Sahara, wana asilimia 1-6 ya urithi wa kibiolojia kutoka kwa aina nyingine za Homo, hususan Homo neanderthalensis, ile ya pango la Denisova na ile iliyorithiwa na baadhi ya watu wa visiwa vya Andaman (India).",sw
373,Kama hao waliweza kweli kuzaliana na Homo sapiens na kuacha uzao uliojiendeleza maana yake walikuwa spishi moja na yeye.,sw
374,"Hapo asili ya binadamu inatakiwa kuhesabiwa ya zamani zaidi sana kuliko miaka 200,000 iliyofikiriwa kwanza.",sw
375,"Uenezi wa binadamuKutoka bara la Africawatu walienea kwanza Asia , Australia na Ulaya, halafu Amerika toka kaskazini hadi kusini.",sw
376,"Hatimaye, katika karne ya 20 watu walikwenda kukaa kwa muda katika bara la Antaktika kwa ajili ya utafiti.",sw
377,"Upekee wakeIngawa binadamu ana undugu mkubwa wa kibiolojia na sokwe na viumbe vingine, ustawi wake hauna mfano, kiasi cha kufanya wengi waamini kwamba tofauti iliyopo inadai kuelezwa kwa uwemo wa roho ndani ya mwili wake; roho ambayo dini hizo zinasadiki imetiwa na Mungu moja kwa moja.",sw
378,"Binadamu kadiri ya BibliaKadiri ya Biblia, binadamu ameumbwa “kwa mfano wa Mungu” (Mwa 1:27), mwenye roho isiyokufa.",sw
379,"Hivyo, Mungu amependa kuwasiliana na watu, akijitambulisha na kujitoa kwetu, tuweze kuishi katika urafiki naye na hatimaye tushiriki heri yake.",sw
380,Ameshirikishwa naye ukuu juu ya viumbe vyote vinavyoonekana.,sw
381,"“Nikiziangalia mbingu zako, kazi ya vidole vyako, mwezi na nyota ulizoziratibisha; mtu ni kitu gani hata umkumbuke, na binadamu hata umwangalie?",sw
382,Umemfanya mdogo punde kuliko Mungu; umemvika taji ya utukufu na heshima” (Zab 8:3-5).,sw
383,"“Siwaiti tena watumwa; kwa maana mtumwa hajui atendalo bwana wake; lakini ninyi nimewaita rafiki, kwa kuwa yote niliyoyasikia kwa Baba yangu nimewaarifu” (Yoh 15:15).",sw
384,"Amefanya hivyo kwa maneno na matendo yanayoshikamana sana kwa kuwa maneno yanafafanua matendo, nayo matendo yanathibitisha maneno.",sw
385,Mungu ametufunulia pia ukweli juu yetu wenyewe akijibu kabisa maswali yanayotusumbua kuhusu maana na lengo la maisha yetu.,sw
386,"“Mungu hutaka watu wote waokolewe, na kupata kujua yaliyo kweli” (1Tim 2:4).",sw
387,"“Mungu si mtu, aseme uongo” (Hes 23:19).",sw
388,Yeye hadanganyiki wala hadanganyi.,sw
389,"Kati ya viumbe vinavyoonekana, mtu tu ni nafsi, akiwa na uwezo wa kujifahamu, kujitawala, kujitolea na kupendana na wengine.",sw
390,"Basi, anapaswa kulinda hadhi hiyo asitawaliwe na tamaa za kila aina.",sw
391,Akifanya hivyo anatimiza mpango wa Mungu juu yake na kupendana naye.,sw
392,Malaika na watu ndio viumbe pekee vyenye hiari ya kuchagua wenyewe wachangie mpango wa Mungu au la.,sw
393,"“Nazishuhudiza mbingu na nchi juu yenu hivi leo, kuwa nimekuwekea mbele yako uzima na mauti, baraka na laana; basi, chagua uzima, ili uwe hai, wewe na uzao wako; kumpenda Bwana, Mungu wako, kuitii sauti yake, na kushikamana naye; kwani hiyo ndiyo uzima wako” (Kumb 30:19-20).",sw
394,Malaika na watu wanaweza kuchagua hata wawe wema au wabaya milele.,sw
395,"“Kulikuwa na vita mbinguni: Mikaeli na malaika zake wakapigana na yule joka, yule joka naye akapigana nao pamoja na malaika zake; nao hawakushinda, wala mahali pao hapakuonekana tena mbinguni” (Ufu 12:7-8).",sw
396,Chaguo letu binadamu linafanyika siku kwa siku kwa kuchukua misimamo mizuri au mipotovu kuhusu dini na maadili.,sw
397,"“Mwayachunguza Maandiko, kwa sababu mnadhani kwamba ninyi mna uzima wa milele ndani yake; na hayo ndiyo yanayonishuhudia.",sw
398,Wala hamtaki kuja kwangu mpate kuwa na uzima” (Yoh 5:39-40).,sw
399,"Binadamu ni umoja wa mambo mawili: roho iliyoumbwa na Mungu moja kwa moja, na mwili ulioumbwa naye kwa njia ya wazazi.",sw
400,"Maumbile hayo yanatakiwa kukamilika kwa kupokea na kutimiza upendo wa Mungu aliyesema, “’Na tufanye mtu kwa mfano wetu, kwa sura yetu; wakatawale samaki wa baharini, na ndege wa angani, na wanyama, na nchi yote pia, na kila chenye kutambaa kitambaacho juu ya nchi’.",sw
401,"Mungu akaumba mtu kwa mfano wake, kwa mfano wa Mungu alimwumba, mwanamume na mwanamke aliwaumba” (Mwa 1:26-27).",sw
402,"Hivyo, mwili wetu ni muhimu, kwa sababu umeumbwa na Mungu, umetwaliwa na Mwanae ili atuokoe, umehuishwa na Roho Mtakatifu atakayeutukuza siku ya ufufuo kwa mfano wa Yesu.",sw
403,"“Mwili si kwa zinaa, bali ni kwa Bwana, naye Bwana ni kwa mwili.",sw
404,"Naye Mungu alimfufua Bwana, na tena atatufufua sisi kwa uweza wake.",sw
405,"Je, hamjui ya kuwa miili yenu ni viungo vya Kristo?",sw
406,Basi nivitwae viungo vya Kristo na kuvifanya viungo vya kahaba?,sw
407,Hasha!,sw
408,"Au hamjui ya kuwa yeye aliyeungwa na kahaba ni mwili mmoja naye?… Au hamjui ya kuwa mwili wenu ni hekalu la Roho Mtakatifu aliye ndani yenu, mliyepewa na Mungu?” (1Kor 6:13-16,19).",sw
409,"Utotoni anasukumwa tu na haja za umbile lake, ambazo ni muhimu kwake na anazilenga bila ya kuhitaji juhudi.",sw
410,"Lakini akikua anaanza kutambua tunu za maadili na dini, ambazo ni njema, ni muhimu kwa zenyewe na zinamdai azifuate kwa nia imara hadi afikie lengo.",sw
411,"Kwa bidii za kudumu za namna hiyo anamlenga hasa Mungu, wema mkuu.",sw
412,"Anapopitia misukosuko ya ujana asikubali kushindwa na vionjo wala asikate tamaa, kwa kuwa Mungu amemuumba atawale hata nafsi yake na mwili wake.",sw
413,"Mtu wa kwanza kuumbwa na Mungu kadiri ya Biblia alikuwa Adamu, akifuatwa na Eva mkewe.",sw
414,"Hapo “Mungu aliona kila kitu alichokifanya, na tazama ni chema sana” (Mwa 1:31).",sw
415,"Hata hivyo, baada ya dhambi ya asili anadaiwa bidii katika kutekeleza tunu ili wema alionao uzae matunda.",sw
416,"Basi, apanie kukuza wema aliojaliwa ili kesho awe mtu bora kama mzazi, raia, kiongozi wa dini na jamii n.k.",sw
417,Penye nia pana njia hata ya kuelekea utakatifu utakaokamilika katika uzima wa milele.,sw
418,"Binadamu amekabidhiwa na Mungu dunia, lakini hasa amekabidhiwa nafsi yake mwenyewe.",sw
419,"Itamfaa nini kujua na kutawala ulimwengu, asipojijua na kujitawala kweli?",sw
420,Binadamu na elimunafsiaKarne XX imeleta maendeleo makubwa katika elimunafsia (= saikolojia).,sw
421,Hivyo anaweza kutambua vizuri mema na mabaya yaliyomo ndani mwake.,sw
422,Lakini akitaka kujifahamu haitoshi asikilize mafundisho hayo au kusoma vitabu vingi juu yake.,sw
423,"Anahitaji kuishi katika mazingira bora ambapo ajisikie nyumbani, huru na mtulivu kwa kupendana na wenzake, kusikiliza watu wanaomfahamu (hasa walezi wake) wanasema nini juu yake, kujipatia muda wa kutulia peke yake na kujifikiria kulingana na maneno yao, kujichunguza kwa makini kuanzia miaka ya utotoni.",sw
424,"Kwa kuwa utu unategemea urithi, mazingira na utashi wa kila mmoja, anapaswa kuchunguza hayo yote yaliyochangia kumjenga.",sw
425,"Mara kwa mara ajitenge na watu na shughuli ili kutathmini tena maisha yake, kupima maono yake na kuweka maazimio ya kufaa, bila ya kusahau kwamba uhai wake ni fumbo, kwa kuwa unamtegemea Mungu.",sw
426,Tazama piaMtu wa kwanza alitoka wapiTanbihiViungo vya nje Jamii:Jamii Jamii:Binadamu Jamii:Binadamu na jamaa Jamii:Biolojia Jamii:Saikolojia Jamii:Biblia,sw
427,Muhindi (pia: mhindi) ni mmea wa familia ya nyasi katika ngeli ya monokotiledoni.,sw
428,Mbegu za mhindi ni mahindi ambayo ni chakula muhimu katika sehemu nyingi za dunia pamoja na Afrika ya Mashariki na Afrika ya Kusini.,sw
429,Asili ya muhindiMhindi ni kati ya nafaka ya kwanza kulimwa kama chakula cha binadamu.,sw
430,Asili yake ni Amerika ya Kati ulipogundiliwa naMaindio.,sw
431,Wahispania walipeleka nafaka hii Ulaya; taarifa za kwanza za mashamba ya muhindi katika Hispania zilipatikana mwaka 1525 yaani miaka michache tu baada ya safari ya Kolumbus.,sw
432,Katika Afrika mmea huu ulifika kupitia Wareno.,sw
433,Maelezo ya jina la muhindi/mhindi yaani etimolojia yake kuna wezekano mkubwa ya kwamba jina hili linahifadhi imani ya Wazungu ya kuwa Kolumbus alifika Uhindini ya Asia na Wahispania pamoja na Wareno waliendelea kuita nchi mpya India kwa miaka mingi.,sw
434,Hivyo nafaka kutoka India ile iliingia katika Kiswahili kwa jina lililolingana na imani ya Wareno kuhusu asili yake.,sw
435,Jina hili ni sawa na jina la Kifaransa froment des Indes (ngano ya Uhindi) au Indian corn jinsi inavyoitwa katika Kiingereza cha Marekani (kwa kawaida leo kifupi corn).,sw
436,Lakini katika nchi nyingi jina la Kiindio la maiz limeenea kutoka neno la Kiindio mahiz katika lugha ya taino kwenye kisiwa cha Haiti.,sw
437,Ilhali historia ya kufika kwa muhindi katika Afrika ya Mashariki haijulikani kikamilifu kuna pia uwezekano ya kwamba wenyeji walijua ni nafaka kutoka mbali na wenyewe walichagua jina Uhindi kama ishara ya asili ya mbali.,sw
438,TabiaMuhindi ni nafaka inayolimwa kwa wingi zaidi duniani.,sw
439,Mavuno ya dunia ya mwaka 2005 yalileta matokeo yafuatayo: mahindi tani milioni 710.3; mchele tani milioni 628.5 na ngano tani milioni 620.0.,sw
440,Sababu ya kupendelea muhindi ni kivuno kikubwa.,sw
441,Dunia muhindi inaleta kwa wastani mahindi tani 47.5 kwa hektari moja.,sw
442,Hii inashinda mpunga unaoleta mchele wastani tani 40/ha na ngano yenye tani 29/ha.,sw
443,Kwa jumla kuna tofauti katika matumizi: - nchi za viwanda hulima muhindi hasa kama chakula cha wanyama; hapa mhindi wote huvunwa ukitumiwa kama sileji.,sw
445,MarejeoJamii:Nyasi na jamaa Jamii:Mimea ya mazao Jamii:Nafaka,sw
446,"Kwa Wali kama cheo tazama liwaliWali ni chakula kitokanacho na nafaka, hasa mbegu ya mpunga inayoitwa mchele, baada ya kazi ya kuikoboa yaani kutoa maganda yake.",sw
447,"Neno wali hutumiwa pia kwa nafaka za mtama au ngano zikipikwa, lakini kwa kawaida watu huelewa wali wa mchele.",sw
448,Wali ni kati ya vyakula muhimu zaidi duniani.,sw
449,Kama chakula cha watu inashindana kidunia na ngano.,sw
450,Hasa watu wa Asia ya Mashariki na Asia ya Kusini hutegemea wali kama chakula cha kila siku.,sw
451,"Katika Afrika wali ni chakula cha pekee kwa watu wengi, isipokuwa pale ambako mpunga unalimwa.",sw
452,Nje ya hapo wali ni chakula cha sikukuu au cha nafasi ya pekee au ya matajiri.,sw
453,Katika Afrika ya Mashariki chakula kinachopendwa ni kuku kwa wali au samaki kwa wali.,sw
454,Chakula cha pekee kabisa ni pilau ambayo ni wali unaochanganywa na viungo maalumu na nyama.,sw
455,Upishi Kuna njia mbalimbali za kupika wali.,sw
456,Mara nyingi hupikwa katika maji.,sw
457,"Wapishi hupima kikombe kimoja cha mpunga na vikombe viwili vya maji na kupika hadi maji yamekwisha, hapo basi wali huwa umeiva.",sw
458,Wengine hupendelea kuonja mara kwa mara mpaka wameridhika.,sw
459,"Kuna pia sufuria za umeme maalum, hasa kwa upishi wa wali.",sw
460,Katika nchi kama Hispania mpunga kwanza hukaangwa katika mafuta na maji huongezwa baadaye.,sw
461,Watu wengine wanapendelea kutumia supu badala ya maji kwa kuongeza utamu wa wali.,sw
462,Wengine hutumia pia tui la nazi.,sw
463,Aina mbalimbali za mpunga huleta vyakula tofauti.,sw
464,Kuna wali unaotokea laini sana na aina nyingine unatokea imara zaidi.,sw
465,MarejeoViungo vya nje Mapishi Afrika Mashariki ya wali wa naziJamii:Chakula,sw
